time,sv,ECEF,position,clock,velocity,dclock,t0
2023-04-10 00:00:00,G10,y,-2129.900352,-32.15853,0.0,7.87806842565301e-154,2023-04-10
2023-04-10 00:00:00,G10,z,-20032.596253,-32.15853,5.7e-322,7.87806842565301e-154,2023-04-10
2023-04-10 00:00:00,G11,x,14532.581666,-157.328561,1.27319748253e-313,1.9420927091203607e+227,2023-04-10
2023-04-10 00:00:00,G11,y,-12437.671718,-157.328561,0.0,1.9420927091203607e+227,2023-04-10
2023-04-10 00:00:00,G11,z,18422.135305,-157.328561,5.6e-322,1.9420927091203607e+227,2023-04-10
2023-04-10 00:00:00,G12,x,-9453.97649,-361.997143,6.13e-322,2.964701087663844e-260,2023-04-10
2023-04-10 00:00:00,G12,y,-24533.121604,-361.997143,0.0,2.964701087663844e-260,2023-04-10
2023-04-10 00:00:00,G12,z,-4378.4331,-361.997143,5.6e-322,2.964701087663844e-260,2023-04-10
2023-04-10 00:00:00,G13,x,12607.718041,503.40985,1.48539705837e-313,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G13,y,-22790.601913,503.40985,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G13,z,-4795.577109,503.40985,5.6e-322,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G14,x,18291.843585,20.390121,4.3e-322,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G14,y,5060.725362,20.390121,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G14,z,-18628.875568,20.390121,5.6e-322,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G15,x,832.395929,29.211618,4.243991639e-314,1.0594070072742902e+189,2023-04-10
2023-04-10 00:00:00,G15,y,-24471.317573,29.211618,0.0,1.0594070072742902e+189,2023-04-10
2023-04-10 00:00:00,G15,z,-10405.123721,29.211618,5.8e-322,1.0594070072742902e+189,2023-04-10
2023-04-10 00:00:00,G16,x,-3799.242363,-509.945364,1.6975966407e-313,5.051060550252301e-85,2023-04-10
2023-04-10 00:00:00,G16,y,19245.506681,-509.945364,0.0,5.051060550252301e-85,2023-04-10
2023-04-10 00:00:00,G16,z,17379.476945,-509.945364,5.8e-322,5.051060550252301e-85,2023-04-10
2023-04-10 00:00:00,G17,x,18254.19062,709.812347,8.487983225e-314,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G17,y,-6504.305939,709.812347,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G17,z,-17783.607921,709.812347,5.8e-322,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G18,x,-24853.198324,-217.244241,2.1219958705e-314,2.5844666164256364e+185,2023-04-10
2023-04-10 00:00:00,G18,y,-5201.207136,-217.244241,0.0,2.5844666164256364e+185,2023-04-10
2023-04-10 00:00:00,G18,z,8047.205154,-217.244241,5.8e-322,2.5844666164256364e+185,2023-04-10
2023-04-10 00:00:00,G19,x,19237.540237,301.537728,5e-324,9.310479259719285e+242,2023-04-10
2023-04-10 00:00:00,G19,y,-14079.262851,301.537728,0.0,9.310479259719285e+242,2023-04-10
2023-04-10 00:00:00,G19,z,-11628.460915,301.537728,5.8e-322,9.310479259719285e+242,2023-04-10
2023-04-10 00:00:00,G20,x,6611.134673,439.944177,1.27319748e-313,2.4287777734706968e-154,2023-04-10
2023-04-10 00:00:00,G20,y,-15174.290563,439.944177,1.206464815162e-311,2.4287777734706968e-154,2023-04-10
2023-04-10 00:00:00,G20,z,20845.759104,439.944177,5.8e-322,2.4287777734706968e-154,2023-04-10
2023-04-10 00:00:00,G21,x,1935.871026,154.263241,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G21,y,14799.234169,154.263241,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G21,z,-21403.177507,154.263241,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G22,x,-18019.410343,461.263005,0.0,3.916844896020547e-144,2023-04-10
2023-04-10 00:00:00,G22,y,17464.423226,461.263005,0.0,3.916844896020547e-144,2023-04-10
2023-04-10 00:00:00,G22,z,-7993.287482,461.263005,0.0,3.916844896020547e-144,2023-04-10
2023-04-10 00:00:00,G23,x,-19186.990705,15.797983,0.0,6.01347001699904e-154,2023-04-10
2023-04-10 00:00:00,G23,y,-13330.211221,15.797983,0.0,6.01347001699904e-154,2023-04-10
2023-04-10 00:00:00,G23,z,-12766.606335,15.797983,0.0,6.01347001699904e-154,2023-04-10
2023-04-10 00:00:00,G24,x,-6593.253345,-145.64419,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G24,y,-15053.587511,-145.64419,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G24,z,-21271.042251,-145.64419,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G25,x,-16918.496233,434.398504,0.0,7.87806809223816e-154,2023-04-10
2023-04-10 00:00:00,G25,y,-19942.952323,434.398504,0.0,7.87806809223816e-154,2023-04-10
2023-04-10 00:00:00,G25,z,5087.844112,434.398504,0.0,7.87806809223816e-154,2023-04-10
2023-04-10 00:00:00,G26,x,-12889.367798,241.822819,0.0,4.99955106503944e+228,2023-04-10
2023-04-10 00:00:00,G26,y,9015.991989,241.822819,0.0,4.99955106503944e+228,2023-04-10
2023-04-10 00:00:00,G26,z,21284.991158,241.822819,0.0,4.99955106503944e+228,2023-04-10
2023-04-10 00:00:00,G27,x,-12595.565226,62.400161,0.0,7.04752315143498e+199,2023-04-10
2023-04-10 00:00:00,G27,y,23115.319859,62.400161,0.0,7.04752315143498e+199,2023-04-10
2023-04-10 00:00:00,G27,z,302.466426,62.400161,0.0,7.04752315143498e+199,2023-04-10
2023-04-10 00:00:00,G28,x,-25394.166267,62.118275,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G28,y,5477.880813,62.118275,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G28,z,5488.655982,62.118275,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G29,x,-9142.725563,-594.817994,0.0,2.4287781085125888e-154,2023-04-10
2023-04-10 00:00:00,G29,y,-12585.870338,-594.817994,0.0,2.4287781085125888e-154,2023-04-10
2023-04-10 00:00:00,G29,z,21461.674385,-594.817994,0.0,2.4287781085125888e-154,2023-04-10
2023-04-10 00:00:00,G30,x,26702.245005,-523.123787,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G30,y,-421.732319,-523.123787,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G30,z,150.161889,-523.123787,0.0,6.013470016999068e-154,2023-04-10
2023-04-10 00:00:00,G31,x,-22169.167258,-213.609269,0.0,3.916844896020547e-144,2023-04-10
2023-04-10 00:00:00,G31,y,8686.897778,-213.609269,0.0,3.916844896020547e-144,2023-04-10
2023-04-10 00:00:00,G31,z,12056.626846,-213.609269,0.0,3.916844896020547e-144,2023-04-10
2023-04-10 00:00:00,G32,x,-18175.742029,-447.264122,0.0,5.051060550252301e-85,2023-04-10
2023-04-10 00:00:00,G32,y,9656.686306,-447.264122,0.0,5.051060550252301e-85,2023-04-10
2023-04-10 00:00:00,G32,z,-16500.677701,-447.264122,0.0,5.051060550252301e-85,2023-04-10
2023-04-10 00:15:00,G01,x,8317.492737,194.69573,,0.0,2023-04-10
2023-04-10 00:15:00,G01,y,13593.834664,194.69573,,0.0,2023-04-10
2023-04-10 00:15:00,G01,z,-21640.737216,194.69573,,0.0,2023-04-10
2023-04-10 00:15:00,G02,x,-15390.776491,-607.530019,,6.95198629295367e-310,2023-04-10
2023-04-10 00:15:00,G02,y,-10775.908798,-607.530019,,6.95198629295367e-310,2023-04-10
2023-04-10 00:15:00,G02,z,19312.377115,-607.530019,,6.95198629295367e-310,2023-04-10
2023-04-10 00:15:00,G03,x,12348.308746,-332.737816,,1.2072327604624e-311,2023-04-10
2023-04-10 00:15:00,G03,y,23092.04582,-332.737816,,1.2072327604624e-311,2023-04-10
2023-04-10 00:15:00,G03,z,-4937.459793,-332.737816,,1.2072327604624e-311,2023-04-10
2023-04-10 00:15:00,G04,x,3456.68289,13.0538,,6.95198629259597e-310,2023-04-10
2023-04-10 00:15:00,G04,y,19900.184839,13.0538,,6.95198629259597e-310,2023-04-10
2023-04-10 00:15:00,G04,z,17200.74494,13.0538,,6.95198629259597e-310,2023-04-10
2023-04-10 00:15:00,G05,x,169.984508,-122.796917,,1.207240561514e-311,2023-04-10
2023-04-10 00:15:00,G05,y,-19625.947669,-122.796917,,1.207240561514e-311,2023-04-10
2023-04-10 00:15:00,G05,z,17668.325156,-122.796917,,1.207240561514e-311,2023-04-10
2023-04-10 00:15:00,G06,x,25606.353405,586.229905,,1.2072404058714e-311,2023-04-10
2023-04-10 00:15:00,G06,y,-5431.03182,586.229905,,1.2072404058714e-311,2023-04-10
2023-04-10 00:15:00,G06,z,4870.25022,586.229905,,1.2072404058714e-311,2023-04-10
2023-04-10 00:15:00,G07,x,21635.240174,204.855183,,1.2072327605257e-311,2023-04-10
2023-04-10 00:15:00,G07,y,8039.427548,204.855183,,1.2072327605257e-311,2023-04-10
2023-04-10 00:15:00,G07,z,14011.231311,204.855183,,1.2072327605257e-311,2023-04-10
2023-04-10 00:15:00,G08,x,-5095.403683,-117.000415,,1.20723276051e-311,2023-04-10
2023-04-10 00:15:00,G08,y,24856.49252,-117.000415,,1.20723276051e-311,2023-04-10
2023-04-10 00:15:00,G08,z,-7194.445243,-117.000415,,1.20723276051e-311,2023-04-10
2023-04-10 00:15:00,G09,x,11851.996466,-183.293962,,1.207232760763e-311,2023-04-10
2023-04-10 00:15:00,G09,y,10468.612149,-183.293962,,1.207232760763e-311,2023-04-10
2023-04-10 00:15:00,G09,z,21262.365537,-183.293962,,1.207232760763e-311,2023-04-10
2023-04-10 00:15:00,G10,x,-18377.217452,-32.159264,,1.2072332102756e-311,2023-04-10
2023-04-10 00:15:00,G10,y,-4038.750093,-32.159264,,1.2072332102756e-311,2023-04-10
2023-04-10 00:15:00,G10,z,-18693.327605,-32.159264,,1.2072332102756e-311,2023-04-10
2023-04-10 00:15:00,G11,x,16543.603085,-157.339732,,1.2072406329914e-311,2023-04-10
2023-04-10 00:15:00,G11,y,-12315.424739,-157.339732,,1.2072406329914e-311,2023-04-10
2023-04-10 00:15:00,G11,z,16726.495661,-157.339732,,1.2072406329914e-311,2023-04-10
2023-04-10 00:15:00,G12,x,-8952.477374,-362.001443,,1.2072406316e-311,2023-04-10
2023-04-10 00:15:00,G12,y,-24099.657418,-362.001443,,1.2072406316e-311,2023-04-10
2023-04-10 00:15:00,G12,z,-7138.072955,-362.001443,,1.2072406316e-311,2023-04-10
2023-04-10 00:15:00,G13,x,13015.185819,503.414627,,1.206465499115e-311,2023-04-10
2023-04-10 00:15:00,G13,y,-22958.147464,503.414627,,1.206465499115e-311,2023-04-10
2023-04-10 00:15:00,G13,z,-1945.128441,503.414627,,1.206465499115e-311,2023-04-10
2023-04-10 00:15:00,G14,x,19233.678293,20.40032,,1.2072329307214e-311,2023-04-10
2023-04-10 00:15:00,G14,y,6877.995107,20.40032,,1.2072329307214e-311,2023-04-10
2023-04-10 00:15:00,G14,z,-17043.142891,20.40032,,1.2072329307214e-311,2023-04-10
2023-04-10 00:15:00,G15,x,1448.846771,29.214716,,1.2072337652734e-311,2023-04-10
2023-04-10 00:15:00,G15,y,-25320.812262,29.214716,,1.2072337652734e-311,2023-04-10
2023-04-10 00:15:00,G15,z,-7863.167777,29.214716,,1.2072337652734e-311,2023-04-10
2023-04-10 00:15:00,G16,x,-4966.46018,-509.942969,,1.206465499202e-311,2023-04-10
2023-04-10 00:15:00,G16,y,17434.144659,-509.942969,,1.206465499202e-311,2023-04-10
2023-04-10 00:15:00,G16,z,18941.727543,-509.942969,,1.206465499202e-311,2023-04-10
2023-04-10 00:15:00,G17,x,17258.601662,709.813895,,1.2072330895497e-311,2023-04-10
2023-04-10 00:15:00,G17,y,-4544.685938,709.813895,,1.2072330895497e-311,2023-04-10
2023-04-10 00:15:00,G17,z,-19278.260092,709.813895,,1.2072330895497e-311,2023-04-10
2023-04-10 00:15:00,G18,x,-23798.396574,-217.259389,,1.2064654855736e-311,2023-04-10
2023-04-10 00:15:00,G18,y,-5434.305716,-217.259389,,1.2064654855736e-311,2023-04-10
2023-04-10 00:15:00,G18,z,10646.67327,-217.259389,,1.2064654855736e-311,2023-04-10
2023-04-10 00:15:00,G19,x,18622.83999,301.542117,,1.207415102448e-311,2023-04-10
2023-04-10 00:15:00,G19,y,-12763.080739,301.542117,,1.207415102448e-311,2023-04-10
2023-04-10 00:15:00,G19,z,-13983.146256,301.542117,,1.207415102448e-311,2023-04-10
2023-04-10 00:15:00,G20,x,8296.442578,439.942055,,1.20724063394e-311,2023-04-10
2023-04-10 00:15:00,G20,y,-13449.17759,439.942055,,1.20724063394e-311,2023-04-10
2023-04-10 00:15:00,G20,z,21403.067756,439.942055,,1.20724063394e-311,2023-04-10
2023-04-10 00:15:00,G21,x,-607.241503,154.262524,,1.207239250145e-311,2023-04-10
2023-04-10 00:15:00,G21,y,15124.562046,154.262524,,1.207239250145e-311,2023-04-10
2023-04-10 00:15:00,G21,z,-21183.438789,154.262524,,1.207239250145e-311,2023-04-10
2023-04-10 00:15:00,G22,x,-17649.19273,461.269121,,1.206465487281e-311,2023-04-10
2023-04-10 00:15:00,G22,y,16373.525695,461.269121,,1.206465487281e-311,2023-04-10
2023-04-10 00:15:00,G22,z,-10582.731586,461.269121,,1.206465487281e-311,2023-04-10
2023-04-10 00:15:00,G23,x,-19800.83828,15.800234,,1.2072355324e-311,2023-04-10
2023-04-10 00:15:00,G23,y,-14507.23224,15.800234,,1.2072355324e-311,2023-04-10
2023-04-10 00:15:00,G23,z,-10325.561744,15.800234,,1.2072355324e-311,2023-04-10
2023-04-10 00:15:00,G24,x,-4238.998593,-145.657447,,1.2064654868384e-311,2023-04-10
2023-04-10 00:15:00,G24,y,-15425.817024,-145.657447,,1.2064654868384e-311,2023-04-10
2023-04-10 00:15:00,G24,z,-21569.149633,-145.657447,,1.2064654868384e-311,2023-04-10
2023-04-10 00:15:00,G25,x,-16964.171297,434.401113,,1.2064654995498e-311,2023-04-10
2023-04-10 00:15:00,G25,y,-20462.152207,434.401113,,1.2064654995498e-311,2023-04-10
2023-04-10 00:15:00,G25,z,2303.826707,434.401113,,1.2064654995498e-311,2023-04-10
2023-04-10 00:15:00,G26,x,-14374.462551,241.822707,,1.2064654682853e-311,2023-04-10
2023-04-10 00:15:00,G26,y,7057.631527,241.822707,,1.2064654682853e-311,2023-04-10
2023-04-10 00:15:00,G26,z,21104.137114,241.822707,,1.2064654682853e-311,2023-04-10
2023-04-10 00:15:00,G27,x,-12734.481237,62.392805,,1.2072451672334e-311,2023-04-10
2023-04-10 00:15:00,G27,y,22791.594644,62.392805,,1.2072451672334e-311,2023-04-10
2023-04-10 00:15:00,G27,z,3188.199249,62.392805,,1.2072451672334e-311,2023-04-10
2023-04-10 00:15:00,G28,x,-25886.610911,62.124504,,1.207245167202e-311,2023-04-10
2023-04-10 00:15:00,G28,y,5276.424422,62.124504,,1.207245167202e-311,2023-04-10
2023-04-10 00:15:00,G28,z,2680.987847,62.124504,,1.207245167202e-311,2023-04-10
2023-04-10 00:15:00,G29,x,-7850.848973,-594.81964,,1.206465435653e-311,2023-04-10
2023-04-10 00:15:00,G29,y,-14631.152286,-594.81964,,1.206465435653e-311,2023-04-10
2023-04-10 00:15:00,G29,z,20656.00302,-594.81964,,1.206465435653e-311,2023-04-10
2023-04-10 00:15:00,G30,x,26553.973073,-523.121967,,1.2064654684513e-311,2023-04-10
2023-04-10 00:15:00,G30,y,-109.614163,-523.121967,,1.2064654684513e-311,2023-04-10
2023-04-10 00:15:00,G30,z,2933.107243,-523.121967,,1.2064654684513e-311,2023-04-10
2023-04-10 00:15:00,G31,x,-23426.543529,-213.610015,,1.2064653709425e-311,2023-04-10
2023-04-10 00:15:00,G31,y,8527.598405,-213.610015,,1.2064653709425e-311,2023-04-10
2023-04-10 00:15:00,G31,z,9616.818248,-213.610015,,1.2064653709425e-311,2023-04-10
2023-04-10 00:15:00,G32,x,-17443.072724,-447.273325,,1.2064654685303e-311,2023-04-10
2023-04-10 00:15:00,G32,y,7762.004857,-447.273325,,1.2064654685303e-311,2023-04-10
2023-04-10 00:15:00,G32,z,-18204.044692,-447.273325,,1.2064654685303e-311,2023-04-10
2023-04-10 00:30:00,G01,x,5907.311131,194.692799,,8.724841669721516e-154,2023-04-10
2023-04-10 00:30:00,G01,y,13879.432231,194.692799,,8.724841669721516e-154,2023-04-10
2023-04-10 00:30:00,G01,z,-22221.653619,194.692799,,8.724841669721516e-154,2023-04-10
2023-04-10 00:30:00,G02,x,-13287.671117,-607.526761,,1.1335312315304044e-153,2023-04-10
2023-04-10 00:30:00,G02,y,-11323.531642,-607.526761,,1.1335312315304044e-153,2023-04-10
2023-04-10 00:30:00,G02,z,20575.534824,-607.526761,,1.1335312315304044e-153,2023-04-10
2023-04-10 00:30:00,G03,x,11772.79802,-332.73026,,4.95263823404857e+223,2023-04-10
2023-04-10 00:30:00,G03,y,22644.786872,-332.73026,,4.95263823404857e+223,2023-04-10
2023-04-10 00:30:00,G03,z,-7699.251655,-332.73026,,4.95263823404857e+223,2023-04-10
2023-04-10 00:30:00,G04,x,2523.30153,13.062065,,2.987340579664838e-260,2023-04-10
2023-04-10 00:30:00,G04,y,21519.707586,13.062065,,2.987340579664838e-260,2023-04-10
2023-04-10 00:30:00,G04,z,15297.205073,13.062065,,2.987340579664838e-260,2023-04-10
2023-04-10 00:30:00,G05,x,1651.694824,-122.798636,,4.774973222964877e+180,2023-04-10
2023-04-10 00:30:00,G05,y,-18071.601706,-122.798636,,4.774973222964877e+180,2023-04-10
2023-04-10 00:30:00,G05,z,19181.801152,-122.798636,,4.774973222964877e+180,2023-04-10
2023-04-10 00:30:00,G06,x,26006.813468,586.231239,,2.2459479806501074e+219,2023-04-10
2023-04-10 00:30:00,G06,y,-5314.325749,586.231239,,2.2459479806501074e+219,2023-04-10
2023-04-10 00:30:00,G06,z,1999.74937,586.231239,,2.2459479806501074e+219,2023-04-10
2023-04-10 00:30:00,G07,x,20034.140105,204.84744,,3.129500756221389e-85,2023-04-10
2023-04-10 00:30:00,G07,y,8407.341855,204.84744,,3.129500756221389e-85,2023-04-10
2023-04-10 00:30:00,G07,z,16048.371407,204.84744,,3.129500756221389e-85,2023-04-10
2023-04-10 00:30:00,G08,x,-5596.20814,-117.001069,,9.26880194373327e+242,2023-04-10
2023-04-10 00:30:00,G08,y,25375.194899,-117.001069,,9.26880194373327e+242,2023-04-10
2023-04-10 00:30:00,G08,z,-4424.355228,-117.001069,,9.26880194373327e+242,2023-04-10
2023-04-10 00:30:00,G09,x,10906.158046,-183.286843,,6.013470016999068e-154,2023-04-10
2023-04-10 00:30:00,G09,y,12685.855646,-183.286843,,6.013470016999068e-154,2023-04-10
2023-04-10 00:30:00,G09,z,20547.845421,-183.286843,,6.013470016999068e-154,2023-04-10
2023-04-10 00:30:00,G10,x,-19545.264109,-32.160282,,1.8126394153694275e-152,2023-04-10
2023-04-10 00:30:00,G10,y,-5741.49327,-32.160282,,1.8126394153694275e-152,2023-04-10
2023-04-10 00:30:00,G10,z,-17031.021196,-32.160282,,1.8126394153694275e-152,2023-04-10
2023-04-10 00:30:00,G11,x,18350.614503,-157.350948,,3.809850053680465e+180,2023-04-10
2023-04-10 00:30:00,G11,y,-12284.764029,-157.350948,,3.809850053680465e+180,2023-04-10
2023-04-10 00:30:00,G11,z,14742.827105,-157.350948,,3.809850053680465e+180,2023-04-10
2023-04-10 00:30:00,G12,x,-8265.337781,-362.00562,,7.266070646296482e+223,2023-04-10
2023-04-10 00:30:00,G12,y,-23438.31863,-362.00562,,7.266070646296482e+223,2023-04-10
2023-04-10 00:30:00,G12,z,-9776.539892,-362.00562,,7.266070646296482e+223,2023-04-10
2023-04-10 00:30:00,G13,x,13246.868573,503.42005,,2.4287610377902592e-154,2023-04-10
2023-04-10 00:30:00,G13,y,-22866.440893,503.42005,,2.4287610377902592e-154,2023-04-10
2023-04-10 00:30:00,G13,z,939.152192,503.42005,,2.4287610377902592e-154,2023-04-10
2023-04-10 00:30:00,G14,x,20153.488531,20.410538,,4.443904913059211e+252,2023-04-10
2023-04-10 00:30:00,G14,y,8484.573438,20.410538,,4.443904913059211e+252,2023-04-10
2023-04-10 00:30:00,G14,z,-15165.522359,20.410538,,4.443904913059211e+252,2023-04-10
2023-04-10 00:30:00,G15,x,1951.550015,29.217759,,1.216966306113968e-152,2023-04-10
2023-04-10 00:30:00,G15,y,-25916.102824,29.217759,,1.216966306113968e-152,2023-04-10
2023-04-10 00:30:00,G15,z,-5185.8132,29.217759,,1.216966306113968e-152,2023-04-10
2023-04-10 00:30:00,G16,x,-6308.957224,-509.940734,,2.0372795053480904e+174,2023-04-10
2023-04-10 00:30:00,G16,y,15550.479815,-509.940734,,2.0372795053480904e+174,2023-04-10
2023-04-10 00:30:00,G16,z,20165.164756,-509.940734,,2.0372795053480904e+174,2023-04-10
2023-04-10 00:30:00,G17,x,16300.080055,709.815224,,5.02801764206664e+223,2023-04-10
2023-04-10 00:30:00,G17,y,-2395.3073,709.815224,,5.02801764206664e+223,2023-04-10
2023-04-10 00:30:00,G17,z,-20430.123682,709.815224,,5.02801764206664e+223,2023-04-10
2023-04-10 00:30:00,G18,x,-22475.526638,-217.274444,,2.9952639597713297e-260,2023-04-10
2023-04-10 00:30:00,G18,y,-5754.159612,-217.274444,,2.9952639597713297e-260,2023-04-10
2023-04-10 00:30:00,G18,z,13064.370955,-217.274444,,2.9952639597713297e-260,2023-04-10
2023-04-10 00:30:00,G19,x,17956.626853,301.546967,,9.785650017893462e+199,2023-04-10
2023-04-10 00:30:00,G19,y,-11197.57498,301.546967,,9.785650017893462e+199,2023-04-10
2023-04-10 00:30:00,G19,z,-16097.103067,301.546967,,9.785650017893462e+199,2023-04-10
2023-04-10 00:30:00,G20,x,10098.259452,439.940091,,2.313148796696696e+251,2023-04-10
2023-04-10 00:30:00,G20,y,-11780.575751,439.940091,,2.313148796696696e+251,2023-04-10
2023-04-10 00:30:00,G20,z,21593.932184,439.940091,,2.313148796696696e+251,2023-04-10
2023-04-10 00:30:00,G21,x,-3091.216924,154.262478,,1.1444862205614162e+243,2023-04-10
2023-04-10 00:30:00,G21,y,15568.761731,154.262478,,1.1444862205614162e+243,2023-04-10
2023-04-10 00:30:00,G21,z,-20576.806738,154.262478,,1.1444862205614162e+243,2023-04-10
2023-04-10 00:30:00,G22,x,-17202.993788,461.275208,,5.5717256786646396e-244,2023-04-10
2023-04-10 00:30:00,G22,y,15008.78789,461.275208,,5.5717256786646396e-244,2023-04-10
2023-04-10 00:30:00,G22,z,-12984.520883,461.275208,,5.5717256786646396e-244,2023-04-10
2023-04-10 00:30:00,G23,x,-20299.0484,15.802521,,3.988373340710652e+252,2023-04-10
2023-04-10 00:30:00,G23,y,-15425.550065,15.802521,,3.988373340710652e+252,2023-04-10
2023-04-10 00:30:00,G23,z,-7708.188452,15.802521,,3.988373340710652e+252,2023-04-10
2023-04-10 00:30:00,G24,x,-1889.059687,-145.670677,,1.839670058866141e+223,2023-04-10
2023-04-10 00:30:00,G24,y,-15916.443798,-145.670677,,1.839670058866141e+223,2023-04-10
2023-04-10 00:30:00,G24,z,-21508.148034,-145.670677,,1.839670058866141e+223,2023-04-10
2023-04-10 00:30:00,G25,x,-16845.849065,434.403691,,3.8199674900755706e+180,2023-04-10
2023-04-10 00:30:00,G25,y,-20726.248956,434.403691,,3.8199674900755706e+180,2023-04-10
2023-04-10 00:30:00,G25,z,-519.345952,434.403691,,3.8199674900755706e+180,2023-04-10
2023-04-10 00:30:00,G26,x,-15922.238519,241.822544,,2.3556793007353774e+251,2023-04-10
2023-04-10 00:30:00,G26,y,5206.409238,241.822544,,2.3556793007353774e+251,2023-04-10
2023-04-10 00:30:00,G26,z,20557.337691,241.822544,,2.3556793007353774e+251,2023-04-10
2023-04-10 00:30:00,G27,x,-12764.162896,62.385428,,6.013469526365595e-154,2023-04-10
2023-04-10 00:30:00,G27,y,22172.584865,62.385428,,6.013469526365595e-154,2023-04-10
2023-04-10 00:30:00,G27,z,6017.40813,62.385428,,6.013469526365595e-154,2023-04-10
2023-04-10 00:30:00,G28,x,-26072.083306,62.130655,,1.9467070127675295e+227,2023-04-10
2023-04-10 00:30:00,G28,y,5051.233308,62.130655,,1.9467070127675295e+227,2023-04-10
